SourceFile,SourceFileSha1,Reason
C:\Users\Nefarious\AppData\Local\Microsoft\Windows Sidebar\settings.ini,F3450E5AC8304E59D2039D8E0C15E4E78D3E0B4E,Deduped
C:\Users\Nefarious\AppData\Roaming\Zoom\data\imperfmonitorlog.bin,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Roaming\Zoom\data\meetingpaaplog.bin,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Roaming\Zoom\data\ptpaaplog.bin,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Roaming\Zoom\uninstall\Installer.exe,C6A6003FA4CE5C3BEAAAF8B67FD1F095FDE6BBD5,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Edge\User Data\First Run,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Edge\User Data\FirstLaunchAfterInstallation,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Edge\User Data\first_party_sets.db-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Internet Explorer\CacheStorage\.inUse,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edbres00001.jrs,6A521E1D2A632C26E53B83D2CC4B0EDECFC1E68C,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edbres00002.jrs,6A521E1D2A632C26E53B83D2CC4B0EDECFC1E68C,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edbtmp.log,6A521E1D2A632C26E53B83D2CC4B0EDECFC1E68C,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1280.db,B254D47F2B9769F13B033CAE2B0571D68D42E5EB,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1920.db,F1EAAA628678441481309261FABC9D155C0DD6CB,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\Explorer\thumbcache_2560.db,B7B82E72891E16D837A54F94960F9B3C83DC5552,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\Explorer\thumbcache_custom_stream.db,D3E8D4AF812BBC4F4013C53C4FFAB992D1D714E3,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\Explorer\thumbcache_exif.db,78E7DA8D08E8898E956521D3B1BABBF6524E1DCA,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db,930823EC80B85EDD22BAF555CAD21CDF48F066AA,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\Explorer\thumbcache_wide.db,5696B34625F027EC01765FC2BE49EFCFD882BF8E,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\Explorer\thumbcache_wide_alternate.db,A4DB9C8586B9E4FA24416EB0D00F06A9EBD16B02,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\Shell\DefaultLayouts.xml,B1F76E6E277B3BFE07B22BD3CD3F6EDF5D0F7B2C,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\WebCache\V01res00001.jrs,6A521E1D2A632C26E53B83D2CC4B0EDECFC1E68C,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\WebCache\V01res00002.jrs,6A521E1D2A632C26E53B83D2CC4B0EDECFC1E68C,Deduped
C:\Users\Nefarious\AppData\Local\Microsoft\Windows\WebCache\V01tmp.log,6A521E1D2A632C26E53B83D2CC4B0EDECFC1E68C,Deduped
C:\Users\Nefarious\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\roaming.lock,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat.LOG2,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Local\Packages\Microsoft.AccountsControl_cw5n1h2txyewy\Settings\roaming.lock,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Local\Packages\Microsoft.BioEnrollment_cw5n1h2txyewy\Settings\roaming.lock,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Local\Packages\Microsoft.BioEnrollment_cw5n1h2txyewy\Settings\settings.dat,C0EE6155B9B6913C69678F323E2EABFD377C479A,Deduped
C:\Users\Nefarious\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\roaming.lock,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat,C0EE6155B9B6913C69678F323E2EABFD377C479A,Deduped
C:\Users\Nefarious\AppData\Local\Packages\Microsoft.MicrosoftEdge.Stable_8wekyb3d8bbwe\Settings\roaming.lock,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
C:\Users\Nefarious\AppData\Local\Packages\Microsoft.MicrosoftEdge.Stable_8wekyb3d8bbwe\Settings\settings.dat,C0EE6155B9B6913C69678F323E2EABFD377C479A,Deduped
C:\Users\Nefarious\AppData\Local\Packages\Microsoft.Windows.Apprep.ChxApp_cw5n1h2txyewy\Settings\roaming.lock,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
